NAME,RACE,AGE,SEX,CRIME,METHOD,DAY,MONTH,YEAR,STATE
ALLEN JEFF,Black,,M,Murder,Hanging,21,10,1904,AL
ALLEN JERRY,White,39,M,Murder,Hanging,10,4,1914,CA
ALLEN JIM,Native Amer.,24,M,Murder,Shot,24,8,1894,OK
ALLEN JIMMY,Black,36,M,Murder,Electrocution,15,3,1957,TN
ALLEN JOHN,White,26,M,Robbery - Murder,Electrocution,22,12,1933,IL
ALLEN JOHN,Black,,M,Murder,Hanging,4,5,1877,SC
ALLEN JOHN,White,48,M,Murder,Gas,8,2,1957,CA
ALLEN JOSEPH,White,21,M,Robbery - Murder,Hanging,14,9,1899,MT
ALLEN JOSEPH,Black,59,M,Murder,Electrocution,20,9,1956,OH
ALLEN JOSEPH,unknown,,M,Murder,Electrocution,25,7,1921,PA
ALLEN LEE,Black,16,M,Rape,Electrocution,15,11,1946,GA
ALLEN LIONEL,Black,,M,Murder,Electrocution,8,1,1944,LA
ALLEN MALACHI,Black,,M,Murder,Hanging,19,4,1889,AR
ALLEN MOSES,Black,,M,Murder,Hanging,2,11,1878,GA
ALLEN OSCAR,Black,45,M,Robbery - Murder,Electrocution,29,5,1947,TX
ALLEN PETER,White,,M,Murder,Hanging,25,2,1809,PA
ALLEN STEVE,Black,,M,Murder,Hanging,26,6,1889,MS
ALLEN WANDA JEAN,Black,41,F,Murder,Injection,11,1,2001,OK
ALLEN WIGHTMAN,Black,,M,Murder,Hanging,4,5,1877,SC
ALLEN WILL,Black,,M,Robbery - Murder,Electrocution,17,8,1921,TN
ALLEN WILLIAM,Black,,M,Murder,Hanging,12,12,1901,PA
ALLENDER HARVEY,White,36,M,Murder,Hanging,10,12,1897,CA
ALLISON JAMES,White,,M,Murder,Hanging,17,2,1882,PA
ALLISON JAMES,White,51,M,Murder,Electrocution,24,2,1911,NC
ALLISON LOUIS,Black,22,M,Rape,Electrocution,7,10,1953,TX
ALLISON STONEY,Black,,M,Rape,Electrocution,20,11,1942,AR
ALLRIDGE RONALD KEITH,Black,35,M,Robbery - Murder,Injection,8,6,1995,TX
ALMODOVAR ANIBAL,Hispanic,21,M,Murder,Electrocution,16,9,1943,NY
ALMOND HOMER,Black,48,M,Rape - Murder,Electrocution,1,3,1952,GA
ALMY FRANK,White,,M,Rape - Murder,Hanging,16,5,1893,NH
ALOSI PETER,White,42,M,Murder,Hanging,5,10,1934,CA
ALRIDGE OLIVER,Black,47,M,Murder,Electrocution,11,7,1940,NY
ALSIE (BANE),Black,,,Attempted Murder,Hanging,,12,1863,VA
ALSTON ED,Black,,M,Robbery - Murder,Gas,16,6,1939,NC
ALSTON GEORGE,Black,21,M,Murder,Gas,4,9,1936,NC
ALSTON WILLIAM,White,41,M,Murder,Electrocution,16,8,1946,AL
ALSUP EDDIE,Black,,M,Rape,Electrocution,8,7,1918,TN
ALSUP ROBERT,Black,,M,Murder,Hanging,19,3,1936,MS
ALTENBERGER BERNARD,White,,M,Robbery - Murder,Hanging,6,9,1894,NJ
ALTER HENRY,unknown,,M,Murder,Hanging,28,12,1860,IL
ALTRINGER J. A. R.,White,23,M,Murder,Hanging,6,11,1931,IA
ALVAREZ FRANCISCO,Hispanic,,M,Murder,Hanging,9,6,1916,NM
ALVITRE FELIPE,Hispanic,,M,Murder,Hanging,12,1,1855,CA
AM-DA-CHA,Native Amer.,,M,Accessory to Murder,Hanging,26,12,1862,MN
AMAYA DARIO,Hispanic,21,M,Robbery - Murder,Gas,22,5,1953,CA
AMBROSE (HOLBERT),Black,,M,unknown,Hanging,23,12,1837,AL
AMBROSE (KENNER),Black,,M,Theft,Hanging,7,3,1755,VA
AMELIA (CLARKE),Black,,F,Murder,Hanging,12,9,1856,VA
AMENDOLA RAFFAELE,White,34,M,Conspiracy to Murder,Electrocution,30,8,1923,NY
AMERICA,Black,,M,Murder,Hanging,10,4,1863,NC
AMERMAN MAX,White,27,M,Murder,Electrocution,15,11,1951,OH
AMES LEVI,White,,M,Murder,Hanging,21,10,1773,MA
AMES RICHARD,White,,M,Desertion,Shot,31,10,1768,MA
AMEY (GRESHAM),Black,,F,Murder,Hanging,15,6,1799,VA
AMOS BERNARD,Black,33,M,Murder,Injection,6,12,1995,TX
AMOS JESSIE,Black,,M,Rape,Electrocution,15,10,1937,AR
AMOS JOHN,White,,M,Murder,Hanging,,12,1811,GA
AMY (TATE),Black,,F,Murder,Hanging,11,12,1812,VA
ANASTASI JOSE,Hispanic,,M,Robbery - Murder,Hanging,12,2,1858,CA
ANATCHCOM,Native Amer.,,M,Murder,Shot,8,5,1669,MD
ANCRUM HENRY,Black,31,M,Robbery - Murder,Electrocution,15,1,1942,NY
ANDERSEN JOHN,White,,M,Murder,Hanging,9,12,1898,VA
ANDERSON (GOODWIN),Black,,M,Rape,Hanging,7,11,1856,VA
ANDERSON ALEXANDER,Black,40,M,Murder,Hanging,9,4,1858,PA
ANDERSON BOOKER,Black,,M,Arson - Murder,Gas,23,4,1948,NC
ANDERSON BURT,White,54,M,Murder,Gas,13,8,1937,AZ
ANDERSON CHARLES,Black,,M,Rape,Hanging,26,7,1901,AR
ANDERSON CHARLIE,Black,18,M,Murder,Electrocution,23,5,1941,GA
ANDERSON CLINT,Black,,M,Rape,Hanging,30,8,1878,AR
ANDERSON DENNIS,unknown,,M,Murder,Hanging,19,7,1918,IL
ANDERSON EDWARD,White,40,M,Murder,Hanging,29,5,1879,CA
ANDERSON EDWARD,White,25,M,Robbery - Murder,Hanging,15,2,1935,CA
ANDERSON ESTHER,White,,F,Murder,Burned,13,5,1746,MD
ANDERSON FRANK,Black,,M,Murder - Burglary,Hanging,12,7,1916,MS
ANDERSON FRED,Black,24,M,Robbery - Murder,Electrocution,22,1,1935,FL
ANDERSON FRED,Black,19,M,Murder,Electrocution,4,10,1940,GA
ANDERSON GEORGE,Black,32,M,Murder,Electrocution,20,2,1956,FL
ANDERSON GEORGE,White,,M,Murder,Hanging,21,8,1896,MO
ANDERSON HERBERT,Black,31,M,Murder,Electrocution,25,5,1945,LA
ANDERSON ISAAC,Black,,M,Murder,Hanging,11,1,1884,SC
ANDERSON JAMES,White,,M,Murder,Hanging,16,7,1774,PA
ANDERSON JOE,Black,,M,Murder,Hanging,18,7,1906,MS
ANDERSON JOE,White,,M,Robbery - Murder,Electrocution,10,3,1939,AR
ANDERSON JOHN,Black,,M,Murder,Hanging,6,5,1887,NM
ANDERSON JOHN,White,58,M,Robbery - Murder,Hanging,14,11,1941,WA
ANDERSON JOHN,Black,27,M,Rape,Electrocution,10,2,1939,VA
ANDERSON JOHN,White,17,M,Robbery - Murder,Hanging,25,1,1884,IN
ANDERSON JOHNNY RAY,White,30,M,Murder,Injection,17,5,1990,TX
ANDERSON JOSEPH,White,,M,Robbery - Murder,Hanging,2,7,1909,OR
ANDERSON LARRY,White,41,M,Kidnapping - Murder - Robbery,Injection,26,4,1994,TX
ANDERSON LLOYD,Black,22,M,Robbery - Murder,Gas,26,2,1965,MO
ANDERSON MARSHALL,Black,,M,Murder,Hanging,24,4,1896,AR
ANDERSON MITCHELL,Native Amer.,17,M,Robbery - Murder,Shot,6,5,1885,OK
ANDERSON NEIL,White,23,M,Robbery - Murder,Gas,15,3,1940,CA
ANDERSON NOAH,Black,,M,Murder,Hanging,22,3,1905,GA
ANDERSON RAY,Black,26,M,Rape,Electrocution,9,6,1939,AL
ANDERSON RICHARD,Black,,M,Rape,Hanging,16,3,1906,GA
ANDERSON RILEY,Black,,M,Murder,Hanging,16,5,1884,SC
ANDERSON ROBERT,White,36,M,Murder - Burglary,Electrocution,26,2,1943,KY
ANDERSON ROBERT,White,26,M,Robbery - Murder,Hanging,13,7,1894,MT
ANDERSON ROBERT,Black,29,M,Murder,Hanging,23,11,1912,FL
ANDERSON ROBERT,White,52,M,Murder,Hanging,2,4,1880,KY
ANDERSON ROLLIE,White,29,M,Murder,Gas,5,1,1945,CA
ANDERSON RUFUS,White,18,M,Murder,Hanging,30,10,1868,NV
ANDERSON SAM,White,,M,Robbery - Murder,Electrocution,11,12,1936,SC
ANDERSON STEPHEN WAYNE,White,48,M,Murder - Burglary,Injection,29,1,2002,CA
ANDERSON STEVE,Black,,M,Arson - Murder,Hanging,20,4,1877,SC
ANDERSON WILLIAM,Black,23,M,Rape,Electrocution,25,7,1945,FL
ANDERSON WILLIE,Black,21,M,Murder - Burglary,Gas,14,6,1963,MS
ANDERSON ZENAS,unknown,,M,Murder,Hanging,5,1,1899,PA
ANDRADE RICHARD,Hispanic,25,M,Rape - Murder,Injection,18,12,1986,TX
ANDRES JOSE,Native Amer.,,M,Murder,Shot,25,3,1824,CA
ANDRES WILLIAM,Black,,M,unknown,Injection,30,7,1992,UT
ANDREW (BOULDIN),Black,,M,unknown,Hanging,10,6,1853,VA
ANDREW (BRADFORD),Black,,M,Rape,Hanging,,,1736,VA
ANDREW (CARTER),Black,,M,Murder,Hanging,3,5,1814,VA
ANDREW (JONES),Black,,M,Unspecified Felony ,Hanging,25,4,1783,NC
ANDREW (MAYSE),Black,,M,Murder,Hanging,24,9,1838,VA
ANDREW (PARIS),Black,,M,Rape,Hanging,9,8,1844,VA
ANDREW (RICHERSON),Black,,M,Arson,Hanging,,3,1861,VA
ANDREW (THORNTON),Black,,M,Theft,Hanging,8,12,1752,VA
ANDREWS ALFRED,unknown,,M,Rape - Murder,Hanging,9,4,1890,PA
ANDREWS GEORGE,Black,34,M,Murder,Hanging,13,6,1895,NJ
ANDREWS HENRY,White,,M,Housebreaking - Burglary ,Hanging,16,5,1879,NC
ANDREWS HERSCHEL,White,35,M,Murder,Hanging,23,12,1927,IL
ANDREWS JAMES,White,34,M,Espionage,Hanging,7,6,1862,GA
ANDREWS JOSEPH,White,,M,Piracy,Hanging,23,5,1769,NY
ANDREWS LOWELL,White,22,M,Murder,Hanging,30,11,1962,KS
ANDREWS MARY,unknown,,F,Murder,Hanging,30,4,1834,MO
ANDREWS NEWTON,White,,M,Robbery - Murder,Hanging,16,6,1905,CO
ANDREWS SUSANNA,White,,F,Concealing Birth,Hanging,,,1696,MA
ANDY (BRITTON),Black,,M,unknown,Hanging,11,2,1843,AL
ANGE HYPOLITE,Native Amer.,,M,Accessory to Murder,Hanging,26,12,1862,MN
ANGEL LOUIS,White,19,M,Murder,Electrocution,23,1,1953,OH
ANGEL PAULA,Hispanic,,F,Murder,Hanging,26,4,1861,NM
ANGELINA (SHACKLEFOR),Black,,F,Arson,Hanging,30,9,1859,VA
ANGELINI AMERIGO,White,23,M,Murder,Electrocution,9,1,1936,NY
ANGHST HENRY,White,,M,Robbery - Murder,Hanging,30,11,1816,OH
ANIN JAMES,White,,M,Murder,Hanging,1,8,1766,NJ
ANN (CROXTON),Black,,F,Murder,Hanging,23,3,1860,VA
ANNA (WILSON),Black,,F,Arson,Hanging,20,6,1856,VA
ANNAND ALEXANDER,White,,M,Piracy,Hanging,8,11,1718,SC
ANNIS (GREEN),Black,,F,Attempted Murder,Hanging,21,10,1829,VA
ANTELOPE,Native Amer.,,M,Murder,Hanging,15,9,1854,UT
ANTHONY,Black,,M,Rape,Hanging,8,11,1798,CT
ANTHONY (CHENUNG),Black,,M,Attempted Murder,Hanging,23,10,1857,VA
ANTHONY (FERGUSON),Black,,M,Rape,Hanging,14,11,1817,VA
ANTHONY (GRINTER),Black,,M,unknown,Hanging,6,2,1857,KY
ANTHONY (LEWIS),Black,,M,Murder,Hanging,16,11,1831,VA
ANTHONY (SALE),Black,,M,unknown,Hanging,5,5,1864,AL
ANTHONY (SHACKLEFORD),Black,,M,unknown,Hanging,3,2,1840,AL
ANTHONY JAMES,Black,,M,Murder,Electrocution,12,11,1917,PA
ANTHONY PEREZ,Black,,M,Murder,Hanging,21,12,1824,MA
ANTHONY SAMUEL,unknown,,M,Housebreaking - Burglary,Hanging,,,1755,NJ
ANTHONY SAMUEL,Black,,M,Murder,Hanging,26,2,1907,PA
ANTLEY,Native Amer.,,M,Murder,Hanging,19,12,1890,MT
ANTOINE ABRAM,Native Amer.,73,M,Murder,Hanging,12,9,1823,NY
ANTOINE MANUEL,White,,M,Murder,Hanging,12,5,1826,NC
ANTOINE MARY,Native Amer.,20,F,Murder,Hanging,30,9,1814,NY
ANTONE ANTHONY,White,66,M,Conspiracy to Murder,Electrocution,26,1,1984,FL
ANTONIO,Native Amer.,,M,Murder,Shot,25,3,1824,CA
ANTONIO ANNA,White,27,F,Conspiracy to Murder,Electrocution,9,8,1934,NY
ANTONIO JOSE,Native Amer.,,M,Murder,Hanging,20,8,1852,CA
ANTONIO MAURICE,Hispanic,51,M,Murder,Hanging,30,5,1852,NY
ANTONY MIGUEL,unknown,20,M,Murder,Hanging,29,9,1905,CA
APICELLO LOUIS,White,40,M,Murder,Electrocution,26,8,1937,NY
APPAMO FIRMINO,Native Amer.,,M,Murder,Hanging,18,5,1889,AZ
APPEL GEORGE,White,41,M,Murder,Electrocution,9,8,1928,NY
APPLEGATE EVERETT,White,36,M,Murder,Electrocution,16,7,1936,NY
APPLEGATE GLEN,White,,M,Murder,Hanging,12,8,1938,KS
APS,Native Amer.,30,M,Murder,Hanging,18,1,1879,OR
ARAGON CHARLES,Native Amer.,25,M,Murder,Hanging,14,5,1930,WY
ARAGON JOSE,Hispanic,25,M,Murder,Hanging,13,7,1934,CA
ARAO HENRY,Asian - Pacific Is,28,M,Murder,Hanging,3,6,1905,WA
ARCENE JAMES,Native Amer.,22,M,Murder,Hanging,26,6,1885,AR
ARCHE (SWITZER),Black,,M,Rape,Hanging,14,5,1805,VA
ARCHER (HAMLIN),Black,,M,Murder,Hanging,27,4,1827,VA
ARCHER (HARRIS),Black,,M,Housebreaking - Burglary ,Hanging,27,10,1815,VA
ARCHER HENRY,unknown,,M,Robbery - Murder,Hanging,11,1,1895,GA
ARCHER JOHN,White,27,M,Piracy,Hanging,2,6,1724,MA
ARCHER LEE,Black,22,M,Rape,Electrocution,5,12,1913,VA
ARCHER SAM,White,28,M,Murder,Hanging,9,7,1886,IN
ARCHER SAMUEL,Black,,M,Murder,Hanging,29,9,1904,PA
ARCHER WILLIAM,unknown,21,M,Murder,Hanging,25,1,1907,DE
ARCHIBALD THAYNE,White,22,M,Kidnapping - Murder - Robbery,Gas,23,8,1961,NV
ARCHIBALD THOMAS,unknown,,M,Housebreaking - Burglary,Hanging,5,5,1785,MA
ARCOS LUS,Hispanic,29,M,Murder,Electrocution,7,11,1930,TX
ARDEN,unknown,,F,Murder,Hanging,,,1795,SC
ARELLANO GREGORIO,Hispanic,28,M,Murder,Gas,24,7,1951,NV
ARGUELLO DAVID,Hispanic,,M,Murder,Hanging,25,5,1906,NM
ARING ALFRED,Black,,M,Murder,Hanging,4,6,1875,GA
ARKUSZEWSKI CHESTER,White,24,M,Robbery - Murder,Electrocution,12,3,1937,IN
ARMAND HARRY,Black,24,M,Robbery - Murder,Electrocution,3,7,1925,KY
ARMBRISTER PERCY,Black,25,M,Murder,Electrocution,20,2,1956,FL
ARMBRUSTER JACOB,White,,M,Murder,Hanging,15,2,1856,PA
ARMISTEAD (FINCH),Black,,M,Murder,Hanging,11,6,1821,VA
ARMORE SANG,Black,,M,Murder,Hanging,25,11,1881,GA
ARMSTEAD (DILLARD),Black,,M,Murder,Hanging,,5,1863,VA
ARMSTRONG A,White,53,M,Murder,Hanging,8,6,1906,WA
ARMSTRONG ANDREW,White,53,M,Murder,Hanging,8,2,1867,DE
ARMSTRONG GEORGE,Black,,M,Murder,Hanging,1,12,1893,KY
ARMSTRONG HENRY,unknown,,M,Murder,Hanging,19,11,1909,OK
ARMSTRONG J. M.,White,,M,Murder,Hanging,30,4,1886,AR
ARMSTRONG JOHN,Black,,M,Murder,Hanging,26,4,1907,TX
ARMSTRONG JOHN,White,32,M,Rape - Murder,Hanging,27,1,1871,MO
ARMSTRONG JOHN,Black,,M,Murder,Hanging,6,11,1811,MD
ARMSTRONG JOHN,Black,,M,Murder,Hanging,13,12,1893,TN
ARMSTRONG OLLIE,Black,,M,Murder,Hanging,20,5,1938,MS
ARMSTRONG PLEASANT,White,,M,Murder,Hanging,22,1,1904,OR
ARMSTRONG SAM,Black,,M,Murder,Hanging,30,10,1896,LA
ARMSTRONG THOMAS,unknown,,M,Murder,Hanging,9,8,1861,PA
ARMSTRONG WILLIAM,unknown,,M,Rape,Hanging,17,11,1792,PA
ARMYETT AMOS,White,,M,Desertion,Hanging,12,4,1864,NC
ARNELL FRED,Black,18,M,Rape,Electrocution,19,5,1939,AR
ARNETA,Native Amer.,,M,Murder,Hanging,,9,1881,OK
ARNOLD CHARLES,White,64,M,Robbery - Murder,Electrocution,2,3,1923,OH
ARNOLD DELMAR,unknown,24,M,Robbery - Murder,Gas,13,11,1942,CA
ARNOLD DOYL,White,,M,Murder,Electrocution,19,4,1935,TX
ARNOLD FRANK,Black,,M,Murder,Electrocution,20,2,1928,PA
ARNOLD FRED,White,,M,Robbery - Murder,Hanging,16,6,1905,CO
ARNOLD JERMARR,Black,43,M,Robbery - Murder,Injection,16,1,2002,TX
ARNOLD JOHN,White,43,M,Rape - Murder,Injection,6,3,1998,SC
ARNOLD JOSHUA,unknown,,M,Murder,Hanging,,,1884,KY
ARNOLD NOAH,Black,,M,Robbery - Murder,Hanging,19,12,1924,ID
ARNOLD RAY,White,28,M,Robbery - Murder,Hanging,28,1,1927,CA
ARON (MORRIS),Black,,M,Housebreaking - Burglary ,Hanging,13,2,1801,VA
ARP SHERMAN,Black,,M,Murder,Hanging,10,3,1893,AL
ARRANT ELMER,White,34,M,Murder,Electrocution,19,6,1936,AL
ARRIDY JOE,Hispanic,23,M,Rape - Murder,Gas,6,1,1939,CO
ARRINGTON FLOYD,Black,22,M,Robbery - Murder,Electrocution,1,9,1949,NY
ARTHUR,Black,21,M,Rape,Hanging,20,10,1768,MA
ARTHUR (CLIFT),Black,17,M,Attempted Murder,Hanging,5,6,1857,VA
ARTIS ALFRED,Black,,M,Murder,Hanging,23,2,1855,OH
ARTIS HENRY,Black,,M,Murder,Hanging,11,3,1887,NC
ARTIS MOSES,Black,,M,Murder,Gas,27,6,1947,NC
ARWOOD CLYDE,White,24,M,Murder,Electrocution,14,8,1943,TN
ASBECK WILLIAM,White,42,M,Murder,Hanging,28,6,1913,TX
ASHBRIDGE WILSON,White,22,M,Murder,Electrocution,2,1,1917,NJ
ASHE RICHARD,Black,24,M,Rape,Electrocution,15,1,1932,AL
ASHLEY ISIAH,Black,18,M,Murder,Electrocution,5,4,1935,GA
ASHLEY ROBERT,Black,17,M,Robbery - Murder,Electrocution,26,6,1936,SC
ASHTON BENJAMIN,White,,M,Robbery - Murder,Hanging,21,6,1910,PA
ASHTON WALTER,White,,M,Robbery - Murder,Hanging,21,6,1910,PA
ASIMUS CHARLES,White,28,M,Murder,Hanging,31,1,1896,WA
ASPARA SAM,White,,M,Murder,Hanging,28,4,1905,LA
ATANASIO,Native Amer.,18,M,Theft,Shot,26,4,1831,CA
ATKINS JOSEPH ERNEST,White,51,M,Murder,Injection,22,1,1999,SC
ATKINS PHILIP,White,40,M,Rape - Murder,Electrocution,5,12,1995,FL
ATKINSON ELIJAH,Black,,M,Arson - Murder,Hanging,16,4,1875,SC
ATKINSON FRANK,White,,M,Murder,Hanging,25,7,1924,MS
ATKINSON HARRIS,Black,38,M,Rape - Murder,Hanging,14,6,1878,NC
ATKINSON JASPER,White,,M,Murder,Hanging,21,9,1894,SC
ATKINSON JOHN,White,,M,Murder,Hanging,21,9,1894,SC
ATOWAH,Native Amer.,,M,Murder,Shot,6,3,1887,OK
ATTERHOLT RALPH,White,30,M,Murder,Electrocution,28,4,1933,OH
ATWOOD WEBBER,unknown,,M,Murder,Electrocution,2,5,1947,LA
ATWORTH ROBERT RONALD,White,30,M,Robbery - Murder,Injection,14,12,1999,TX
ATZERODT GEORGE,White,,M,Accessory to Murder,Hanging,7,7,1865,DC
AUGUSTA PETER,unknown,,M,Murder,Hanging,11,5,1895,CO
AUGUSTUS ARNOLD,Black,,M,Murder,Hanging,14,6,1901,GA
AULD HOWARD,White,26,M,Rape - Murder,Electrocution,27,5,1951,NJ
AUSTERO PILIPI,Asian - Pacific Is,38,M,Murder,Hanging,12,8,1927,HI
AUSTIN (MITCHELL),Black,,M,unknown,Hanging,2,2,1839,AL
AUSTIN (VIVION),Black,,M,unknown,Hanging,27,1,1840,AL
AUSTIN EDWIN,Black,,M,Rape,Hanging,16,3,1905,VA
AUSTIN HARRIS,Native Amer.,40,M,Murder,Hanging,16,1,1890,AR
AUSTIN JAMES JR,Black,22,M,Robbery - Murder,Electrocution,14,5,1937,AR
AUSTIN SAMEUL,Black,30,M,Murder,Electrocution,3,1,1911,NY
AUSTIN WILLIAM,White,21,M,Murder,Hanging,13,10,1882,KY
AUTREY PETE,Black,,M,Murder,Hanging,28,10,1898,TX
AUTRY JAMES,White,29,M,Robbery - Murder,Injection,14,3,1984,TX
AUTRY WILSON,Black,19,M,Rape,Electrocution,10,8,1931,NC
AVANT HEZZIE,White,,M,Murder,Electrocution,27,1,1933,NC
AVANT JAMES,Black,41,M,Rape - Murder,Electrocution,5,12,1924,OH
AVEQUE ADRIAN,Black,20,M,Murder,Hanging,15,6,1877,LA
AVERY AMOS,unknown,,M,Murder,Hanging,24,5,1893,MO
AVERY EUGENE,White,25,M,Murder,Hanging,14,3,1879,OR
AVERY HERMAN,Black,50,M,Murder,Gas,6,10,1950,CA
AVERY JOHN,White,,M,Murder,Hanging,28,6,1872,NJ
AVERY LONNIE,Black,32,M,Murder,Electrocution,15,3,1940,AL
AVERY MARTIN,Black,,M,Robbery - Murder,Electrocution,30,6,1930,PA
AVERY WALTER,White,35,M,Murder,Shot,4,2,1943,UT
AVILES JOHN,White,,M,Murder,Hanging,5,10,1827,AL
AVILES MANUEL,Hispanic,27,M,Murder,Hanging,,,1873,AZ
AYERS WILLIAM,Black,,M,Rape,Electrocution,28,6,1946,LA
AYLES EDWARD,Black,,M,Murder,Hanging,23,10,1908,LA
AYOU,Asian - Pacific Is,,M,Murder,Hanging,7,11,1856,HI
AYRES HUNTINGTON,White,,M,unknown,Hanging,12,3,1658,VA
AZOFF ANTHONY,White,32,M,Robbery - Murder,Hanging,7,6,1895,CA
AZZARO GIOVANNI,White,,M,Murder,Hanging,14,11,1885,IL
BAA CHARLES,Black,22,M,Robbery - Murder,Gas,3,11,1944,CA
BAAL THOMAS,White,26,M,Robbery - Murder,Injection,3,6,1990,NV
BABBITT MANUEL,Black,50,M,Robbery - Murder,Injection,4,5,1999,CA
BABCOCK MINER,White,,M,Murder,Hanging,6,6,1816,CT
BABICH NICK,White,54,M,Murder,Electrocution,9,5,1939,OH
BACCHUS (HAMMET),Black,,M,Slave Revolt,Hanging,26,7,1822,SC
BACCHUS (HILL),Black,,M,Rape,Hanging,11,12,1767,NC
BACH CARL,White,59,M,Murder,Hanging,12,10,1883,OH
BACH RICHARD,White,25,M,Rape - Murder,Electrocution,9,4,1934,PA
BACHELOR CLYDE,White,26,M,Murder,Electrocution,15,7,1927,AL
BACON BEN,Black,22,M,Robbery - Murder,Hanging,29,11,1872,GA
BACON DOC,Black,,M,Attempted Rape,Hanging,3,10,1903,VA
BACON ROBERT,unknown,,M,Murder,Hanging,10,3,1916,LA
BADGER BROWN,Black,,M,Murder,Hanging,13,11,1903,SC
BADGLEY FRANK,White,49,M,Murder,Electrocution,23,2,1949,IN
BAGDANOWITZ ANTHONY,White,23,M,Murder,Electrocution,15,7,1924,NJ
BAGLEY BRAD,Black,,M,Murder,Electrocution,17,5,1912,NC
BAGLEY WILLIAM,White,43,M,Attempted Murder,Hanging,6,9,1935,CA
BAGWELL CLARENCE,White,,M,Conspiracy  to Murder,Electrocution,15,1,1943,SC
BAILEY ADONIJAH,unknown,79,M,Murder,Hanging,,,1824,CT
BAILEY BENJAMIN,White,,M,Robbery - Murder,Hanging,6,1,1798,PA
BAILEY BENJAMIN,Black,21,M,Rape,Electrocution,8,8,1913,VA
BAILEY BILLY,White,49,M,Murder,Hanging,25,1,1996,DE
BAILEY CLARENCE,White,26,M,Murder,Hanging,27,2,1925,AL
BAILEY D. C.,Black,21,M,Robbery - Murder,Electrocution,11,10,1957,LA
BAILEY DOCK,Black,,M,Robbery - Murder,Hanging,7,11,1907,TX
BAILEY EMMETT,White,39,M,Murder,Hanging,10,8,1928,WA
BAILEY FRANK,Black,,M,Murder,Hanging,13,8,1920,LA
BAILEY GEORGE,Black,36,M,Robbery - Murder,Electrocution,4,10,1954,FL
BAILEY HENRY,White,40,M,Robbery - Murder,Hanging,16,4,1907,CT
BAILEY HENRY,Black,,M,Murder,Hanging,31,8,1906,NC
BAILEY JAMES,Black,18,M,Murder,Hanging,26,9,1904,VA
BAILEY JOHN,Black,28,M,Murder,Hanging,1,6,1883,GA
BAILEY JOHN,Black,,M,Housebreaking - Burglary,Hanging,14,10,1790,MA
BAILEY JOHN,White,25,M,Robbery - Murder,Hanging,26,7,1912,TN
BAILEY KENNETH,White,,M,Murder,Gas,13,9,1946,OR
BAILEY SAM,Black,,M,Murder,Hanging,4,8,1899,SC
BAILEY SLABO,Black,,M,Murder,Electrocution,28,4,1916,SC
BAILEY THOMAS,Black,,M,Murder,Hanging,6,5,1892,AR
BAILEY TOLSON,Black,17,M,Robbery - Murder,Electrocution,2,7,1918,VA
BAILEY TOM,White,22,M,Murder,Hanging,10,7,1925,CA
BAILEY WALTER,Black,27,M,Murder,Hanging,22,8,1902,AL
BAILEY WILLIAM,White,,M,Murder,Hanging,,,1839,AR
BAILEY WILLIE,unknown,,M,Murder,Electrocution,23,10,1939,PA
BAINAY CHARLES,White,34,M,Murder - Burglary,Hanging,14,4,1898,CT
BAINES F. D.,Black,27,M,Murder,Electrocution,18,2,1927,TX
BAIR J. V.,White,28,M,Murder,Electrocution,24,3,1939,SC
BAIRD JOHN,White,,M,Murder,Hanging,10,5,1861,MO
BAIRD WILLIAM,White,,M,Murder,Hanging,24,5,1907,TN
BAISLER FRANCIS,White,,M,Murder,Hanging,28,3,1845,PA
BAKER ABNER JR,White,,M,Murder,Hanging,3,10,1845,KY
BAKER COURTNEY,Black,,M,Murder,Hanging,7,3,1905,GA
BAKER FRANK,Black,,M,Murder,Hanging,19,12,1879,VA
BAKER GEORGE,White,20,M,Murder,Hanging,29,5,1851,CA
BAKER GEORGE,White,23,M,Murder,Hanging,27,4,1923,GA
BAKER GEORGE,White,,M,Robbery - Murder,Hanging,17,5,1865,OR
BAKER HOWARD,White,20,M,Murder - Burglary,Electrocution,9,12,1920,NY
BAKER JAMES,Black,32,M,Robbery - Murder,Electrocution,15,6,1942,FL
BAKER JAMES,Black,38,M,Murder,Hanging,19,12,1941,MD
BAKER JAMES,unknown,,M,unknown,Hanging,,,1818,MS
BAKER JOHN,White,26,M,Murder,Hanging,29,8,1874,CA
BAKER JOHN,Black,34,M,Murder,Electrocution,28,5,1926,KY
BAKER JOSEPH,White,,M,Murder - Burglary,Hanging,9,5,1800,PA
BAKER LENA,Black,44,F,Murder,Electrocution,5,3,1945,GA
BAKER LUTHER,White,61,M,Murder,Hanging,29,3,1929,WA
BAKER OSCAR,White,,M,Murder,Hanging,10,1,1899,MO
BAKER PASCHALL,Black,32,M,Rape,Electrocution,28,10,1932,GA
BAKER PHIL,White,,M,Robbery - Murder,Hanging,22,4,1892,LA
BAKER STANLEY,White,35,M,Robbery - Murder,Injection,30,5,2002,TX
BAKER THEODORE,White,,M,Murder,Hanging,6,5,1887,NM
BAKER THOMAS,White,,M,Piracy,Hanging,15,11,1717,MA
BAKER WILLIAM,White,,M,Espionage,Hanging,26,3,1814,NY
BAKER WILLIAM,White,27,M,Murder,Hanging,15,1,1850,KY
BALAAM (JOHNSTON),Black,25,M,Murder,Hanging,,10,1849,AL
